title	artist	genre	path	tempo	key
Samaritan	LEMON (RO)	House	/Volumes/Seagate/Music/LEMON (RO)/Samaritan/01 Samaritan.mp3	0.0	
Afraid To Feel	LF System	House	/Volumes/Seagate/Music/LF System/Afraid To Feel/01 Afraid To Feel.mp3	0.0	
Party Rock Anthem (feat. Lauren Bennett, GoonRock)	LMFAO	Pop	/Volumes/Seagate/Music/LMFAO/Sorry For Party Rocking/03 Party Rock Anthem (feat. Lauren Bennett, GoonRock).mp3	0.0	
COULD BE WRONG	LOSTBOYJAY	House	/Volumes/Seagate/Music/LOSTBOYJAY/COULD BE WRONG/01 COULD BE WRONG.mp3	0.0	
Feeling (LUCØ Flip)	LUCØ	House	/Volumes/Seagate/Music/LUCØ/Feeling (LUCØ Flip)/01 Feeling (LUCØ Flip).mp3	0.0	
Sweet Dreams	La Bouche	Dance	/Volumes/Seagate/Music/La Bouche (feat. Melanie Thornton)/The Best Of La Bouche (feat. Melanie Thornton)/01 Sweet Dreams.mp3	0.0	
Bulletproof	La Roux	Dance	/Volumes/Seagate/Music/La Roux/La Roux/04 Bulletproof.mp3	0.0	
Applause	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/Applause/01 Applause.mp3	0.0	
Rain On Me (feat. Ariana Grande)	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/Chromatica/04 Rain On Me (feat. Ariana Grande).mp3	0.0	
Just Dance (feat. Colby O'Donis)	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/The Fame/01 Just Dance (feat. Colby O'Donis).mp3	0.0	
Paparazzi	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/The Fame/03 Paparazzi.mp3	0.0	
Poker Face	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/The Fame/04 Poker Face.mp3	0.0	
Bad Romance	Lady Gaga	Pop	/Volumes/Seagate/Music/Lady Gaga/The Fame Monster_/01 Bad Romance.mp3	0.0	
Summertime Sadness (Cedric Gervais Remix)	Lana Del Rey	House	/Volumes/Seagate/Music/Lana Del Rey/Summertime Sadness (Cedric Gervais Remix)/01 Summertime Sadness (Cedric Gervais Remix).mp3	0.0	
Friends	Laundry Day	Pop	/Volumes/Seagate/Music/Laundry Day/HOMESICK/10 Friends.mp3	0.0	
The Lamp Is Low	Laurindo Almeida	Easy Listening	/Volumes/Seagate/Music/Laurindo Almeida/Classical Current/04 The Lamp Is Low.mp3	0.0	
Kids Are Born Stars	Lauv	Pop	/Volumes/Seagate/Music/Lauv/All 4 Nothing/03 Kids Are Born Stars.mp3	0.0	
I Like Me Better	Lauv	Pop	/Volumes/Seagate/Music/Lauv/Lauv EP_ JAPAN EDITION/I Like Me Better.mp3	0.0	
Hold Me	Lavern	House	/Volumes/Seagate/Music/Lavern/Hold Me/01 Hold Me.mp3	0.0	
Hotel	Lawsy	Hip Hop/Rap	/Volumes/Seagate/Music/Lawsy/Hotel/01 Hotel.mp3	0.0	
Immigrant Song	Led Zeppelin	Rock	/Volumes/Seagate/Music/Led Zeppelin/Led Zeppelin III/01 Immigrant Song.mp3	0.0	
Stairway To Heaven	Led Zeppelin	Rock	/Volumes/Seagate/Music/Led Zeppelin/Led Zeppelin IV/04 Stairway To Heaven.mp3	0.0	
It Ain't Over 'Til It's Over	Lenny Kravitz	Soul	/Volumes/Seagate/Music/Lenny Kravitz/Mama Said/04 It Ain't Over 'Til It's Over.mp3	0.0	
Kiss of Life (Extended Mix)	Lexa Hill, The Young Punx	House	/Volumes/Seagate/Music/Lexa Hill, The Young Punx/Kiss of Life (Extended Mix)/01 Kiss of Life (Extended Mix).mp3	0.0	
Rises the Moon	Liana Flores	Trance	/Volumes/Seagate/Music/Liana Flores/Recently/01 Rises the Moon.mp3	0.0	
Overload	Life Of Dillon	Folk	/Volumes/Seagate/Music/Life Of Dillon/Overload/01 Overload.mp3	0.0	
Christmas in NY	LikeLikeDavis	Holiday	/Volumes/Seagate/Music/LikeLikeDavis/Christmas in NY/01 Christmas in NY.mp3	0.0	
Drip Too Hard	Lil Baby, Gunna	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Drip Harder/Drip Too Hard.mp3	0.0	
Yes Indeed (feat. Drake)	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Harder Than Ever/05 Yes Indeed (feat. Drake).mp3	0.0	
Life Goes On (feat. Gunna & Lil Uzi Vert)	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Harder Than Ever/13 Life Goes On (feat. Gunna & Lil Uzi Vert).mp3	0.0	
Pure Cocaine	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Street Gossip/02 Pure Cocaine.mp3	0.0	
Ready (feat. Gunna)	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Street Gossip/05 Ready (feat. Gunna).mp3	0.0	
Sum 2 Prove	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Sum 2 Prove/01 Sum 2 Prove.mp3	0.0	
Freestyle	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Too Hard/13 Freestyle.mp3	0.0	
Woah	Lil Baby	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Baby/Woah/01 Woah.mp3	0.0	
Earth	Lil Dicky	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Dicky/Earth/01 Earth.mp3	0.0	
It's Up Freestyle	Lil Keed	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Keed/It's Up Freestyle/01 It's Up Freestyle.mp3	0.0	
Million Dollar Mansion (feat. Young Thug)	Lil Keed	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Keed/Long Live Mexico/05 Million Dollar Mansion (feat. Young Thug).mp3	0.0	
No Warning (feat. Lil Poppa)	Lil Mexico	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mexico/Against All Odds/06 No Warning (feat. Lil Poppa).mp3	0.0	
Blueberry Faygo	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Blueberry Faygo/01 Blueberry Faygo.mp3	0.0	
Live This Wild	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Certified Hitmaker/02 Live This Wild.mp3	0.0	
Bands Out The Roof	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Certified Hitmaker (AVA Leak)/18 Bands Out The Roof.mp3	0.0	
Holy Water	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Holy Water/01 Holy Water.mp3	0.0	
K for Christmas	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/K for Christmas/01 K for Christmas.mp3	0.0	
Kamikaze	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/01 Kamikaze.mp3	0.0	
Noticed	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/03 Noticed.mp3	0.0	
Rarri	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/04 Rarri.mp3	0.0	
Pull Up	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/05 Pull Up.mp3	0.0	
Burberry Headband	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/06 Burberry Headband.mp3	0.0	
Boof Pack	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/10 Boof Pack.mp3	0.0	
Trapstar	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Northsbest/11 Trapstar.mp3	0.0	
Stuck In A Dream (feat. Gunna)	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/Stuck In A Dream/01 Stuck In A Dream (feat. Gunna).mp3	0.0	
Paid Up	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/UNI/01 Paid Up.mp3	0.0	
Drop Top	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/UNI/02 Drop Top.mp3	0.0	
Sick Today	Lil Mosey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Mosey/UNI/03 Sick Today.mp3	0.0	
Panini	Lil Nas X	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X/7/02 Panini.mp3	0.0	
Rodeo	Lil Nas X, Cardi B	Folk	/Volumes/Seagate/Music/Lil Nas X/7/05 Rodeo.mp3	0.0	
Old Town Road (feat. Billy Ray Cyrus) [Remix]	Lil Nas X	Country	/Volumes/Seagate/Music/Lil Nas X/7/08 Old Town Road (feat. Billy Ray Cyrus) [Remix].mp3	0.0	
BANZUP’	Lil Nas X	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X/BANZUP/01 BANZUP_.mp3	0.0	
Industry Baby (feat. Jack Harlow)	Lil Nas X	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X/Montero/03 Industry Baby (feat. Jack Harlow).mp3	0.0	
Scoop (feat. Doja Cat)	Lil Nas X	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X/Montero/06 Scoop (feat. Doja Cat).mp3	0.0	
Old Town Road (I Got The Horses In The Back)	Lil Nas X	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X/Old Town Road (I Got The Horses In The Back)/01 Old Town Road (I Got The Horses In The Back).mp3	0.0	
Old Town Road (Remix)	Lil Nas X & Billy Ray Cyrus feat. Young Thug & Mason Ramsey	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X, Billy Ray Cyrus, Young Thug, Mason Ramsey/Old Town Road (Remix)/01 Old Town Road (Remix).mp3	0.0	
Late To Da Party	Lil Nas X, YoungBoy Never Broke Again	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nas X, YoungBoy Never Broke Again/Late To Da Party/01 Late To Da Party.mp3	0.0	
Lucky	Lil Nemo	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Nemo/Lucky/01 Lucky.mp3	0.0	
call me	Lil Playah	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Playah/call me/01 call me.mp3	0.0	
need you	Lil Playah	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Playah/need you/01 need you.mp3	0.0	
I Love It (feat. Adele Givens)	Kanye West & Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Harverd Dropout/03 I Love It (feat. Adele Givens).mp3	0.0	
Butterfly Doors	Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Harverd Dropout/08 Butterfly Doors.mp3	0.0	
Be Like Me (feat. Lil Wayne)	Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Harverd Dropout/12 Be Like Me (feat. Lil Wayne).mp3	0.0	
Drug Addicts	Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Harverd Dropout/14 Drug Addicts.mp3	0.0	
Esskeetit	Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Harverd Dropout/15 Esskeetit.mp3	0.0	
Boss	Lil Pump	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Pump/Lil Pump/13 Boss.mp3	0.0	
Magic	Lil Skies	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Skies/Magic/01 Magic.mp3	0.0	
I	Lil Skies	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Skies/Shelby/01 I.mp3	0.0	
Love No Thot	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Love No Thot/01 Love No Thot.mp3	0.0	
Out Of Love	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Out Of Love/01 Out Of Love.mp3	0.0	
Chemistry	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Virgo World/05 Chemistry.mp3	0.0	
Foreign (feat. NAV)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Virgo World/07 Foreign (feat. NAV).mp3	0.0	
Selection (feat. Skrillex & DJ Scheme)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Virgo World/08 Selection (feat. Skrillex & DJ Scheme).mp3	0.0	
Miss Me	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/Virgo World/13 Miss Me.mp3	0.0	
Ransom	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/01 Ransom.mp3	0.0	
Shots	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/02 Shots.mp3	0.0	
Sidenote	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/03 Sidenote.mp3	0.0	
Did It Again	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/04 Did It Again.mp3	0.0	
Out Of Luck	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/05 Out Of Luck.mp3	0.0	
Left, Right	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/06 Left, Right.mp3	0.0	
Bossanova	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/07 Bossanova.mp3	0.0	
Amigo	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/08 Amigo.mp3	0.0	
Phenom	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/09 Phenom.mp3	0.0	
Weatherman	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/10 Weatherman.mp3	0.0	
DUI	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/11 DUI.mp3	0.0	
Love Me	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/12 Love Me.mp3	0.0	
Molly Girl	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/13 Molly Girl.mp3	0.0	
The Score	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/14 The Score.mp3	0.0	
Senorita	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/15 Senorita.mp3	0.0	
Count Me Out	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/16 Count Me Out.mp3	0.0	
Ransom (Remix)	Lil Tecca & Juice WRLD	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca/17 Ransom (Remix).mp3	0.0	
Money On Me	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/01 Money On Me.mp3	0.0	
Repeat It (feat. Gunna)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/02 Repeat It (feat. Gunna).mp3	0.0	
Never Left	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/03 Never Left.mp3	0.0	
Caution	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/04 Caution.mp3	0.0	
Seaside (feat. Iann Dior)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/05 Seaside (feat. Iann Dior).mp3	0.0	
No Discussion	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/06 No Discussion.mp3	0.0	
You Don't Need Me No More	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/07 You Don't Need Me No More.mp3	0.0	
Choppa Shoot the Loudest (feat. Trippie Redd, Chief Keef)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/09 Choppa Shoot the Loudest (feat. Trippie Redd, Chief Keef).mp3	0.0	
Lot of Me	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/12 Lot of Me.mp3	0.0	
Bank Teller (feat. Lil Yachty)	Lil Tecca	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca/We Love You Tecca 2/15 Bank Teller (feat. Lil Yachty).mp3	0.0	
She Want Some More (feat. Ken Carson)	Lil Tecca, Internet Money	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tecca, Internet Money/She Want Some More/01 She Want Some More (feat. Ken Carson).mp3	0.0	
Calling My Phone (feat. 6LACK)	Lil Tjay	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tjay/Destined 2 Win/03 Calling My Phone (feat. 6LACK).mp3	0.0	
Run It Up (feat. Offset, Moneybagg Yo)	Lil Tjay	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tjay/Destined 2 Win/14 Run It Up (feat. Offset, Moneybagg Yo).mp3	0.0	
Leaked	Lil Tjay	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Tjay/F.N/05 Leaked.mp3	0.0	
All Alone	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/All Alone/01 All Alone.mp3	0.0	
Buy It	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Buy It/01 Buy It.mp3	0.0	
Just Wanna Rock	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Just Wanna Rock/01 Just Wanna Rock.mp3	0.0	
Money Longer	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World/03 Money Longer.mp3	0.0	
Ps & Qs	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World/07 Ps & Qs.mp3	0.0	
Myron	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/01 Myron.mp3	0.0	
Lo Mein	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/02 Lo Mein.mp3	0.0	
Bean (Kobe) (feat. Chief Keef)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/03 Bean (Kobe) (feat. Chief Keef).mp3	0.0	
Strawberry Peels (feat. Young Thug & Gunna)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/06 Strawberry Peels (feat. Young Thug & Gunna).mp3	0.0	
Moon Relate	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/08 Moon Relate.mp3	0.0	
Got The Guap (feat. Young Thug)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/13 Got The Guap (feat. Young Thug).mp3	0.0	
Venetia	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/14 Venetia.mp3	0.0	
Baby Pluto	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/15 Baby Pluto.mp3	0.0	
Homecoming	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/20 Homecoming.mp3	0.0	
Bigger Than Life	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/23 Bigger Than Life.mp3	0.0	
Prices	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/26 Prices.mp3	0.0	
P2	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/30 P2.mp3	0.0	
Futsal Shuffle 2020	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/31 Futsal Shuffle 2020.mp3	0.0	
That Way	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Lil Uzi Vert vs. the World 2/32 That Way.mp3	0.0	
7AM	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage/04 7AM.mp3	0.0	
Top	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage/07 Top.mp3	0.0	
Two®	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/01 Two®.mp3	0.0	
Sauce It Up	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/03 Sauce It Up.mp3	0.0	
The Way Life Goes (feat. Oh Wonder)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/05 The Way Life Goes (feat. Oh Wonder).mp3	0.0	
For Real	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/06 For Real.mp3	0.0	
Feelings Mutual	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/07 Feelings Mutual.mp3	0.0	
Neon Guts (feat. Pharrell Williams)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/08 Neon Guts (feat. Pharrell Williams).mp3	0.0	
How to Talk	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/12 How to Talk.mp3	0.0	
X	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/13 X.mp3	0.0	
Dark Queen	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/15 Dark Queen.mp3	0.0	
XO TOUR Llif3	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/16 XO TOUR Llif3.mp3	0.0	
20 Min	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Luv Is Rage 2 (Deluxe)/20 20 Min.mp3	0.0	
New Patek	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/New Patek/01 New Patek.mp3	0.0	
F.F.	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/RED & WHITE/09 F.F..mp3	0.0	
Sanguine Paradise	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Sanguine Paradise/01 Sanguine Paradise.mp3	0.0	
That's A Rack	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/That's A Rack/01 That's A Rack.mp3	0.0	
Do What I Want	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/The Perfect Luv Tape/01 Do What I Want.mp3	0.0	
SideLine Watching (Hold Up)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/The Perfect Luv Tape/05 SideLine Watching (Hold Up).mp3	0.0	
Erase Your Social	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/The Perfect Luv Tape/08 Erase Your Social.mp3	0.0	
Ronda (Winners)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/The Perfect Luv Tape/09 Ronda (Winners).mp3	0.0	
Seven Million (feat. Future)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/The Perfect Luv Tape/10 Seven Million (feat. Future).mp3	0.0	
Thot Back (feat. Ballout)	Lil Uzi Vert	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert/Thot Back/01 Thot Back (feat. Ballout).mp3	0.0	
Heavy Metal	Lil Uzi Vert, Lil Gotit, Lil Keed	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Uzi Vert, Lil Gotit, Lil Keed/Heavy Metal/01 Heavy Metal.mp3	0.0	
Multiple Flows (feat. Lil Uzi Vert)	Lil Wayne	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Wayne/Funeral/04 Multiple Flows (feat. Lil Uzi Vert).mp3	0.0	
I Don't Sleep (feat. Takeoff)	Lil Wayne	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Wayne/Funeral/14 I Don't Sleep (feat. Takeoff).mp3	0.0	
Love Me (feat. Drake, Future)	Lil Wayne	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Wayne/I Am Not a Human Being II/11 Love Me (feat. Drake, Future).mp3	0.0	
Uproar (feat. Swizz Beatz)	Lil Wayne	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Wayne/Tha Carter V/04 Uproar (feat. Swizz Beatz).mp3	0.0	
Drive Me Crazy!	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Let's Start Here/08 Drive Me Crazy!.mp3	0.0	
1 Night	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Lil Boat/09 1 Night.mp3	0.0	
she ready (feat. PnB Rock)	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Lil Boat 2/07 she ready (feat. PnB Rock).mp3	0.0	
Oprah's Bank Account (feat. DaBaby & Drake)	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Lil Boat 3.5/11 Oprah's Bank Account (feat. DaBaby & Drake).mp3	0.0	
Coffin	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Lil Boat 3.5/22 Coffin.mp3	0.0	
Yacht Club (feat. Juice WRLD)	Lil Yachty	Hip Hop/Rap	/Volumes/Seagate/Music/Lil Yachty/Nuthin' 2 Prove/05 Yacht Club (feat. Juice WRLD).mp3	0.0	
My Own Worst Enemy	Lit	Alternative	/Volumes/Seagate/Music/Lit/A Place in the Sun/02 My Own Worst Enemy.mp3	0.0	
Beat Remake	Ljay Currie	Hip Hop/Rap	/Volumes/Seagate/Music/Ljay Currie/Beat Remake/01 Beat Remake.mp3	0.0	
Everyday	Logic, Marshmello	Hip Hop/Rap	/Volumes/Seagate/Music/Logic/Bobby Tarantino II/Everyday.mp3	0.0	
A.M. 	Lonr.	Hip Hop/Rap	/Volumes/Seagate/Music/Lonr_/Land Of Nothing Real/02 A.M..mp3	0.0	
